Title,Beds,Bath,Area,Address,Type,Price(BDT)
In The Fine Location Of Halishahar A 1340 Sq Ft Apartment Is All Set For Sale Near To J Block Mosque,3,3,1340 sqft,"Road No 3, Block K, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,4400000
Check This 2200 Sq. Ft Home Up For Sale At Dhanmondi Very Near To Medinova Consultation Centre.,3,3,2200 sqft,"Dhanmondi, Dhaka",Apartment,6000000
"Get Comfortable In A 1400 Sq Ft Flat For Sale In Bashundhara R-A, Block M",3,3,1400 sqft,"Bashundhara R-A, Dhaka",Apartment,5600000
"2000 Square Feet Residential Apartment For Sale In The Vibrant Locality Of Bashundhara R-A, Block C",3,3,2000 sqft,"Block C, Bashundhara R-A, Dhaka",Apartment,8100000
Beautiful 800 Sq Ft Flat Is Available To Sale In West Bepari Para,2,2,800 sqft,"South Agrabad, Double Mooring, Chattogram",Apartment,3300000
Superb 800 Sq Ft Flat Is Available To Sale In Double Mooring,2,2,800 sqft,"South Agrabad, Double Mooring, Chattogram",Apartment,3200000
We Have A 2500 Sq Ft Ready Flat For Sale In Uttara Nearby Islamabad Jame Masjid,4,2,2500 sqft,"Ranavola Avenue, Sector 10, Uttara, Dhaka",Apartment,4000000
Find 1600 Sq Ft Nice Flat Available To Sale In Uttara,3,3,1600 sqft,"Sector 5, Uttara, Dhaka",Apartment,8400000
"A Rightly Planned 1275 Sq Ft Residence Is Found For Sale In Uttara, Near Mugda Medical College And Hospital",3,3,1275 sqft,"Sector 10, Uttara, Dhaka",Apartment,6500000
Offering You A Spacious 2500 Sq Ft Flat For Sale In Gulshan Near To Gulshan Pink City,3,3,2500 sqft,"Gulshan 2, Gulshan, Dhaka",Apartment,80000000
Comfortable And Nicely Planned Flat In Kalabagan For Sale Nearby Dhanmondi Law College,3,3,1450 sqft,"Kalabagan, Dhaka",Apartment,3800000
"Make This Your New Home Which Is Up For Sale In Rajuk Uttara Apartment Project, Covering 1654 Sq Ft Space",3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,8900000
"Reside In This 1460 Sq Ft Flat For Sale In Niketan, Block B",3,2,1460 sqft,"Block B, Niketan, Dhaka",Apartment,6700000
Lovely Apartment Of 1300 Sq Ft Is Now Available To Sale In Aftab Nagar,4,3,1300 sqft,"Sector 2, Block F, Aftab Nagar, Dhaka",Apartment,4400000
Flat Is Now For Sale Which Is In Kazir Dewri Near To Dutch-Bangla Bank,3,3,1500 sqft,"Kazir Dewri, Chattogram",Apartment,8200000
"In The Location Of Double Mooring, An Apartment Is For Sale Near Anandipur Bazar",3,3,1360 sqft,"25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,6900000
Ready 1000 Sq Ft Flat Is Now To Sale In Double Mooring,2,2,1000 sqft,"25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,7000000
"A Beautiful Apartment Is Up For Sale, In Anandipur R/A With A Convenient Price.",3,3,1650 sqft,"25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,7400000
"Looking For A Nice Home To Sale In Bashundhara R-A, Check This One Which Is 2200 Sq Ft",4,3,2200 sqft,"Block H, Bashundhara R-A, Dhaka",Apartment,6000000
"Reside Conveniently, In This 1000 Sq Ft Apartment For Sale In Lalbagh",2,2,1000 sqft,"Lalbagh, Dhaka",Apartment,6100000
A Convenient And Well-Constructed 1700 Sq. Ft Flat Is For Sale Very Close To West Dhanmondi Yousuf High School .,3,3,1700 sqft,"Dhanmondi, Dhaka",Apartment,7900000
Residential Apartment Is On Sale In Zafrabad Nearby Jafrabad Government Primary School,2,2,900 sqft,"Hazaribag, Dhaka",Apartment,3600000
Flat For Sale In Bashundhara R-A Near Iub,3,3,1400 sqft,"Block I, Bashundhara R-A, Dhaka",Apartment,5300000
"2350 Sq Ft Flat Can Be Found In Kalabagan For Sale, Near Masjid-E-Baqquatil Mubaraquah",4,2,2350 sqft,"Kalabagan, Dhaka",Apartment,6000000
"Choose This Cozy 1500 Sq Ft Apartment For Sale In Uttara-1, With Decent Home Features",3,3,1500 sqft,"Sector 1, Uttara, Dhaka",Apartment,7900000
Convenient Flat In A Fascinating Area | 1150 Sq Ft Residence For Sale In Mirpur 2,3,3,1150 sqft,"Block F, Section 2, Mirpur, Dhaka",Apartment,7100000
2200 Large Apartment For Sale At Dhanmondi Very Close To Medinova Consultation Centre.,3,3,2200 sqft,"Dhanmondi, Dhaka",Apartment,6000000
See This Amazing Apartment Covering 2500 Sq. Ft. Located At Dhanmondi Next To Medinova Consultation Centre.,3,3,2500 sqft,"Dhanmondi, Dhaka",Apartment,6000000
"A Vacant Flat Of 750 Square Feet Is Up For Sale In Mohammadpur, Pc Culture Housing",2,2,750 sqft,"PC Culture Housing, Mohammadpur, Dhaka",Apartment,2400000
An Apartment Of 1400 Sq. Ft Is Up To Sale In Gulbag Residential Area.,3,3,1400 sqft,"Gulbag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,5600000
Your Desired 3 Bedroom Home Is Ready To Sale In A Suitable Location Of Uttara Near Uttara Adhunik Medical College And Hospital,3,3,1400 sqft,"Sector 9, Uttara, Dhaka",Apartment,6100000
Consider Moving Into This Apartment Of 800 Sq Ft In Bashundhara R-A For Sale,2,2,800 sqft,"Block J, Bashundhara R-A, Dhaka",Apartment,2000000
Lovely 1200 Sq Ft Home Is Available To Sale In Dakshin Khan,3,3,1200 sqft,"Kawlar Moddho Para, Kawlar, Dakshin Khan, Dhaka",Apartment,6700000
"Located At Bakalia, 900 Sq Ft Residential Flat Is Quite Accessible For Owning",2,2,900 sqft,"Chaktai, 19 No. South Bakalia Ward, Bakalia, Chattogram",Apartment,2500000
Live In This 1200 Sq Ft Apartment For Sale In Dakshin Khan,3,3,1200 sqft,"Faydabad, Dakshin Khan, Dhaka",Apartment,5500000
Create A Nice Home Environment Sale This 800 Sq Ft Apartment In Hazaribag,2,2,800 sqft,"Bhagalpur, Hazaribag, Dhaka",Apartment,3500000
"Grab This Nice 1150 Sq Ft Saleal House In Borobag, To Fulfill Your Demand",3,3,1150 sqft,"Section 2, Mirpur, Dhaka",Apartment,5000000
2400 Square Feet Nicely Furnished Apartment Is Up For Sale At Uttara - 4.,4,2,2400 sqft,"Sector 4, Uttara, Dhaka",Apartment,7500000
"Modern Home For Residents | 1300 Sq Ft Flat In Bashundhara R-A, Block J Is Up For Sale.",3,3,1300 sqft,"Block J, Bashundhara R-A, Dhaka",Apartment,7700000
Get Ready For Your Countless Peaceful Days By Sale This 1700 Sq Ft Flat At West Dhanmondi.,3,3,1700 sqft,"Dhanmondi, Dhaka",Apartment,7800000
4400 Sq Ft Spacious And Modern Flat For Sale In Uttara-13,4,2,4400 sqft,"Sector 13, Uttara, Dhaka",Apartment,110000000
"1250 Sq Ft Apartment Is For Sale In Mirpur, 3Rd Colony",3,3,1250 sqft,"Mirpur, Dhaka",Apartment,4000000
A 2400 Square Feet Furnished Apartment Is Ready For Sale At Uttara Sector 4,4,2,2400 sqft,"Sector 4, Uttara, Dhaka",Apartment,7500000
1550 Square Feet Apartment Is For Sale In The Serene Location Of Uttara-13,3,3,1550 sqft,"Sector 13, Uttara, Dhaka",Apartment,7600000
1350 Sq. Ft Apartment Is Now Ready For Sale Nasirabad Properties Area.,3,3,1350 sqft,"Nasirabad Properties Residential Area, Khulshi, Chattogram",Apartment,7300000
Get This Cozy 1700 Sq Ft Flat For Sale In West Dhanmondi,3,3,1700 sqft,"Dhanmondi, Dhaka",Apartment,7100000
Let Us Help You To Sale This 2300 Sq Ft Flat Which Is Now Available In Khulshi,3,3,2300 sqft,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,7000000
"Looking For A Nice Home To Sale In Mohammadpur, Check This One Which Is 700 Sq Ft",2,2,700 sqft,"Mohammadpur, Dhaka",Apartment,2800000
"700 Square Feet Apartment Is Waiting For Sale At Haji Goli, Agargaon With Friendly Budget",2,2,700 sqft,"Agargaon, Dhaka",Apartment,3100000
Use Your Time Perfectly To Take This 4500 Sq Ft Flat For Sale In Banani Dohs,4,2,4500 sqft,"Banani DOHS, Dhaka",Apartment,100000000
Completely Suitable And Ready Flat Of 750 Sq Ft For Sale In Matikata,2,2,750 sqft,"Matikata, Cantonment, Dhaka",Apartment,1800000
"1365 Sq Ft Flat Is Set For Sale In Lalmatia, Block E, Zakir Hussain Road",3,2,1365 sqft,"Block E, Lalmatia, Dhaka",Apartment,5900000
"1365 Sq Ft Flat Is Ready For Sale In Lalmatia, Block E",3,2,1365 sqft,"Block E, Lalmatia, Dhaka",Apartment,7600000
2400 Square Feet Residential Full Furnished Apartment For Sale At Uttara,4,2,2400 sqft,"Sector 4, Uttara, Dhaka",Apartment,7500000
"An Apartment Is Ready For Sale At Mohammadpur , Near Pc Culture Housing Society Jam-E-Masjid.",2,2,800 sqft,"PC Culture Housing, Mohammadpur, Dhaka",Apartment,3000000
Well-Constructed 2000 Sq. Ft Flat Is Ready For Sale At Uttara Very Close To International Education Center.,3,3,2000 sqft,"Sector 7, Uttara, Dhaka",Apartment,8200000
"Nicely Planned 900 Sq Ft Flat Is Up For Sale In West Dhanmondi, Madhu Bazar",2,2,900 sqft,"West Dhanmondi, Dhanmondi, Dhaka",Apartment,2000000
This Home Of 2500 Sq Ft Full Well Furnished Is Available For Sale In Khulshi,4,2,2500 sqft,"South Khulshi, Khulshi, Chattogram",Apartment,7000000
Get Ready To Sale This Ideally Maintained 2300 Sq Ft Apartment Located In Baridhara,3,3,2300 sqft,"Block K, Baridhara, Dhaka",Apartment,7500000
"Now You Can Afford To Dwell Well, Check This 1250 Sq Ft Flat In Bashundhara R-A",3,3,1250 sqft,"Block I, Bashundhara R-A, Dhaka",Apartment,4600000
"1400 Sq Ft Flat With Updated Residential Features Is Up For Sale In Bashundhara, Block M",3,3,1400 sqft,"Bashundhara R-A, Dhaka",Apartment,6500000
Take This Residential Semi Furnished Flat For Sale At Khulshi Hill R/A Area Nearby Sultania Islamic Academy,2,2,900 sqft,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,1600000
A Nicely Constructed Apartment Of 2800 Sq Ft Can Be Found In Banani For Sale,4,2,2800 sqft,"Banani, Dhaka",Apartment,30000000
"Secure 1600 Sq Ft Flat For Sale In Mirpur, Section 11 Near Purobi Cinema Hall",3,3,1600 sqft,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",Apartment,8900000
Comfortable And Well Designed Flat Of 1250 Sq Ft In Mirpur-1 For Sale,3,3,1250 sqft,"Section 1, Mirpur, Dhaka",Apartment,4100000
See This Amazing Flat Covering 1350 Sq. Ft. Located In Uttara Near To First Security Islami Bank Limited.,3,3,1350 sqft,"Sector 13, Uttara, Dhaka",Apartment,4900000
See This 1500 Sq Ft Apartment Which Is Up For Sale In Bashundhara Near Viquarunnisa Noon School And College Bashundhara Branch,4,3,1500 sqft,"Block G, Bashundhara R-A, Dhaka",Apartment,8600000
Visit This Apartment For Sale In Uttara Near Uttara 11 Sector Park.,3,3,1800 sqft,"Sector 7, Uttara, Dhaka",Apartment,7400000
"In The Amazing Location Of Mohammadpur, This 1041 Sq Ft Flat Is Waiting For Sale At Japan Garden City",3,3,1041 sqft,"Mohammadpur, Dhaka",Apartment,7600000
For The Lifestyle You Deserve � 2200 Sq Ft Home For Sale In Mirpur Dohs 11.,3,3,2200 sqft,"Avenue 11, Mirpur DOHS, Mirpur, Dhaka",Apartment,6000000
"Built With Modern Amenities, Check This Flat For Sale Which Is 1250 Sq Ft In Khaje Dewan",3,3,1250 sqft,"Khaje Dewan, Lalbagh, Dhaka",Apartment,7700000
Experience Residing In This 1700 Sq Ft Home For Sale In Chandrima Model Town,4,2,1700 sqft,"Block A, Chandrima Model Town, Mohammadpur, Dhaka",Apartment,7800000
Sale This Semi-Furnished 3200 Sq Ft Flat In The Serene Area Of Dhanmondi,4,2,3200 sqft,"Dhanmondi, Dhaka",Apartment,30000000
Property In Bashundhara R-A– 2260 Sq Ft Flat For Sale,4,2,2260 sqft,"Block C, Bashundhara R-A, Dhaka",Apartment,5200000
Visit The Flat That Is Ready For Sale In Double Mooring Near Bashundhara R-A,3,3,1230 sqft,"Bashundhara Residential Area, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,3600000
"An Apartment Is For Sale At Mirpur, Near Paikpara Central Jame Masjid",3,3,1114 sqft,"Mirpur, Dhaka",Apartment,8900000
Apartment For Sale In Dhanmondi Close To Ideal College,4,2,2960 sqft,"Dhanmondi, Dhaka",Apartment,30000000
Nice 1300 Sq. Ft. Flat Is Available To Sale In Bashundhara R-A Close To Southeast Bank Limited,3,3,1300 sqft,"Block D, Bashundhara R-A, Dhaka",Apartment,4100000
1450 Sq Ft Residential Apartment For Sale In Cantonment Near Matikata Central Masjid,3,3,1450 sqft,"Cantonment, Dhaka",Apartment,7500000
Ready 2092 Sq Ft Flat Is Now To Sale In Uttara Nearby Uttara Police Station,3,3,2092 sqft,"Sector 10, Uttara, Dhaka",Apartment,4000000
An Attractive Apartment Is Up For Sale Covering An Area Of 2500 Sq Ft At Gulshan 2 Near Gulshan Lake Park,3,3,2500 sqft,"Gulshan 2, Gulshan, Dhaka",Apartment,70000000
Properly Designed This 1150 Sq Ft Home Is Now Up For Sale In East Shewrapara,3,3,1150 sqft,"Mirpur, Dhaka",Apartment,6300000
Exquisite Flat For Sale In Baridhara Near Baridhara Jameh Masjid,3,3,2300 sqft,"Block K, Baridhara, Dhaka",Apartment,7500000
Your Desired 3-Bedroom Apartment In Baridhara Is Now Available For Sale,3,3,2300 sqft,"Block K, Baridhara, Dhaka",Apartment,7500000
Deal With This 800 Square Feet Apartment For Sale In West Agargaon,2,2,800 sqft,"West Agargaon, Agargaon, Dhaka",Apartment,3200000
A Perfect Flat Of 1300 Sq Ft For Living With Family Is Available For Sale At Uttara Near Uttara High School,3,3,1300 sqft,"Sector 10, Uttara, Dhaka",Apartment,5500000
Well Planned Apartment For Sale In Gulshan Near City Bank,3,3,2600 sqft,"Gulshan 1, Gulshan, Dhaka",Apartment,50000000
Apartment For Sale In South Khulshi Near South Khulshi Jame Masjid,3,3,2100 sqft,"South Khulshi, Khulshi, Chattogram",Apartment,3000000
Apartment For Sale In Mohammadpur Near Alhaj Mokbul Hossain University College,2,2,980 sqft,"Block B, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",Apartment,1600000
"At Banasree, Flat For Sale Close To Banasree Bazar",3,3,1000 sqft,"Block E, Banasree, Dhaka",Apartment,7000000
Amazing 1800 Sq Ft Apartment Is Available For Sale In Dhanmondi,3,3,2100 sqft,"Dhanmondi, Dhaka",Apartment,5500000
Next To West Kafrul Boro Bari Central Jame Masjid This Ready And Comfortable Apartment Is Up For Sale.,3,3,1100 sqft,"Taltola, Dhaka",Apartment,6300000
With An Awesome Environment A 2015 Sq Ft Flat Is Vacant For Sale In Bashundhara R-A Close To Islamic Research Center,3,3,2015 sqft,"Block D, Bashundhara R-A, Dhaka",Apartment,5000000
"1400 Sq Ft Apartment Is For Sale At Mazar Road, Mirpur-1St Colony",4,3,1400 sqft,"1st Colony, Mirpur, Dhaka",Apartment,3600000
"1250 Sq Ft Apartment With 2 Balconies Is For Sale In Mirpur, 3Rd Colony",3,3,1250 sqft,"Mirpur, Dhaka",Apartment,8800000
In South Khulsi 2022 Sq Ft Flat Is Available For Sale Which Is Now Close To Biplob Udyan,3,3,2022 sqft,"South Khulshi, Khulshi, Chattogram",Apartment,3500000
"Vacant For Sale In Bashundhara R-A, A 2318 Sq. Ft. Well Defined Flat",4,2,2318 sqft,"Block D, Bashundhara R-A, Dhaka",Apartment,5000000
"At West Agargaon, 1000 Sq Ft Nice Flat Up For Sale",3,2,1000 sqft,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",Apartment,7600000
Amazing 1800 Sq Ft Apartment Is Ready For Sale In West Dhanmondi,3,3,1800 sqft,"Dhanmondi, Dhaka",Apartment,7600000
1175 Square Feet Apartment Is For Sale In Mirpur,3,3,1175 sqft,"Mirpur, Dhaka",Apartment,6900000
800 Sq Ft Apartment With 2 Bedrooms Is For Sale In Hazaribag,2,2,800 sqft,"Bhagalpur, Hazaribag, Dhaka",Apartment,2600000
"Smartly Priced 1700 Sq Ft Flat, That You Should Check In Shiddheswari",4,2,1700 sqft,"Shiddheswari, Dhaka",Apartment,8100000
Experience Residing In This 1400 Sq Ft Home For Sale In Mirpur 11,3,3,1400 sqft,"Block D, Section 11, Mirpur, Dhaka",Apartment,5800000
2450 Square Feet Well-Constructed Apartment Is Available In Banani For Saleal Purpose,4,2,2450 sqft,"Banani, Dhaka",Apartment,14000000
Well-Developed 2100 Sq Ft Residence Up For Sale In Uttara,3,3,2100 sqft,"Sector 4, Uttara, Dhaka",Apartment,7000000
"Your New Home Is Waiting For You In This Lovely Apartment For Sale Includes 750 Sq Ft At Nikunjo, Near Dutch-Bangla Bank Limited | Atm Booth",2,2,750 sqft,"Nikunja 2, Nikunja, Dhaka",Apartment,1800000
"Choose Your Destination, 4000 Sq Ft Flat Which Is Available For Sale In Gulshan Near To Manarat International University",3,3,4000 sqft,"Gulshan 2, Gulshan, Dhaka",Apartment,100000000
Grab This Lovely Flat For Sale In Bashundhara Close To Southeast Bank Limited Before It'S Saleed Out.,3,3,1300 sqft,"Block D, Bashundhara R-A, Dhaka",Apartment,6900000
Nice 1864 Sq Ft Apartment Is Available To Sale In South Khulshi,3,3,1864 sqft,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,7500000
"A Residential Apartment Is Up For Sale In Adabor, Shyamoli Housing Adjacent To Adabor Kacha Bazar.",3,3,1200 sqft,"Shyamoli Housing (2nd Project), Adabor, Dhaka",Apartment,3700000
Make Your Residence In A 900 Sq Ft Saleal Home At 19 No. South Bakalia Ward,2,2,900 sqft,"Chaktai, 19 No. South Bakalia Ward, Bakalia, Chattogram",Apartment,2700000
"Grab This 1300 Sq Ft Apartment For Sale At Tolarbag, Mirpur-1",3,3,1300 sqft,"Section 1, Mirpur, Dhaka",Apartment,7700000
Reside Conveniently In This Well-Constructed 1150 Sq Ft Flat For Sale In South Banasree Project,3,2,1150 sqft,"South Banasree Project, Banasree, Dhaka",Apartment,8600000
Reside Conveniently In This Well-Constructed 1300 Sq Ft Flat For Sale In South Banasree Project,4,3,1300 sqft,"South Banasree Project, Banasree, Dhaka",Apartment,8000000
Reside Conveniently In This Well-Constructed 1150 Sq Ft Flat For Sale In Banasree,3,2,1150 sqft,"South Banasree Project, Banasree, Dhaka",Apartment,6700000
Reside Conveniently In This Well-Constructed 1300 Sq Ft Flat For Sale In Banasree Staff Quarter Demra Link Road,3,3,1300 sqft,"South Banasree Project, Banasree, Dhaka",Apartment,8100000
A Rightly Planned 1150 Sq Ft Residence Is Found For Sale In Banasree,3,2,1150 sqft,"South Banasree Project, Banasree, Dhaka",Apartment,6200000
A Rightly Planned 1300 Sq Ft Residence Is Found For Sale In South Banasree Project,3,3,1300 sqft,"South Banasree Project, Banasree, Dhaka",Apartment,4800000
"Well-Developed Residence Up For Sale In Banasree, Of 1150 Sq Ft",3,2,1150 sqft,"South Banasree Project, Banasree, Dhaka",Apartment,8900000
1300 Sq Ft Convenient Flat Is Ready For Sale In A Serene Place Of South Banasree Project,3,3,1300 sqft,"South Banasree Project, Banasree, Dhaka",Apartment,6100000
"Start A New Home, In This 1300 Sq Ft Apartment For Sale In South Banasree Project",3,3,1300 sqft,"South Banasree Project, Banasree, Dhaka",Apartment,5300000
"Find The Homely Peace You Are Looking For, In This Flat Of 1300 Sq Ft To Sale In Banasree",3,3,1300 sqft,"South Banasree Project, Banasree, Dhaka",Apartment,4800000
"Start A New Home, In This 1150 Sq Ft Apartment For Sale In Banasree",3,2,1150 sqft,"South Banasree Project, Banasree, Dhaka",Apartment,8300000
Give Special Attention To Sale This 1300 Sq Ft Apartment In Banasree Staff Quarter Demra Link Road,3,3,1300 sqft,"South Banasree Project, Banasree, Dhaka",Apartment,6800000
"This 1300 Sq Ft Residence In South Banasree Project, Is Up For Sale",3,3,1300 sqft,"South Banasree Project, Banasree, Dhaka",Apartment,4000000
This 1300 Sq Ft Flat Is Now Vacant For Sale In Banasree Staff Quarter Demra Link Road,4,3,1300 sqft,"South Banasree Project, Banasree, Dhaka",Apartment,8800000
"A 2100 Sq Ft Residence For Sale With Spacious Bedrooms, Located At Zakir Hossain Housing Society",3,3,2100 sqft,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,4000000
4000 Square Feet Apartment For Sale In The Nice Locality Of Gulshan 1,4,2,4000 sqft,"Gulshan 1, Gulshan, Dhaka",Apartment,50000000
"Apartment For Sale In Mirpur, Near Kuwaiti Mosque",3,2,1035 sqft,"Ahmed Nagar, Mirpur, Dhaka",Apartment,6800000
"A Delightful Apartment Is Ready To Sale In A Great Location Of Sat Masjid Housing, Mohammadpur",2,2,850 sqft,"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",Apartment,3700000
Well-Planned Flat Is Vacant For Sale In Uttara Near Western Laboratory School,3,3,1450 sqft,"Sector 10, Uttara, Dhaka",Apartment,4600000
Nice 1300 Sq. Ft. Flat Is Available To Sale In Bashundhara R-A Close To Nsu,3,3,1300 sqft,"Block D, Bashundhara R-A, Dhaka",Apartment,6800000
An Apartment Of 1300 Sq. Ft Is Up To Sale In Bashundhara Near Southeast Bank Limited.,3,3,1300 sqft,"Block D, Bashundhara R-A, Dhaka",Apartment,6000000
"1600 Sq. Ft Large Apartment Is For Sale In Munshi Bari Road, Jigatola",3,3,1600 sqft,"Jigatola, Hazaribag, Dhaka",Apartment,7800000
1300 Square Feet Amazing Residential Apartment For Sale Close To Khulshi Police Station.,3,3,1300 sqft,"Khulshi, Chattogram",Apartment,3700000
800 Sq Ft Nice Apartment Is Now Vacant To Sale In Mohammadpur,2,2,800 sqft,"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",Apartment,2100000
Reside Conveniently In This Well-Constructed 1200 Sq Ft Flat For Sale In Agargaon,3,3,1200 sqft,"Agargaon, Dhaka",Apartment,8500000
Get Comfortable In A 1450 Sq Ft Flat For Sale In Bashundhara R-A,3,3,1450 sqft,"Block K, Bashundhara R-A, Dhaka",Apartment,8100000
Grab This 800 Sq Ft Apartment With 2 Balconies For Sale In Hazaribag,2,2,800 sqft,"Bhagalpur, Hazaribag, Dhaka",Apartment,2800000
Hazaribag Is Offering You A 800 Sq Ft Apartment For Sale,2,2,800 sqft,"Bhagalpur, Hazaribag, Dhaka",Apartment,1800000
